account_id,customer_id,account_type,balance,txn_id,txn_date,txn_type,txn_amount,txn_channel
100051,5,Savings,-545.49,32,2023-10-15,Credit,-193.62,
100051,5,Savings,-545.49,33,2023-12-10,Debit,0,ATM
100060,6,Current,488.2,34,2023-08-29,Debit,-5.87,
100070,7,Loan,1546.27,37,2023-02-13,Debit,67.57,Branch
100070,7,Loan,1546.27,36,2023-02-18,Credit,-700.33,ATM
100070,7,Loan,1546.27,38,2023-08-07,Credit,307.05,Branch
100070,7,Loan,1546.27,35,2023-08-24,Credit,-18.32,Branch
100071,7,Current,2547.21,40,2023-08-08,Debit,-87.29,ATM
100071,7,Current,2547.21,39,2023-09-03,Credit,-31.43,Branch
100080,8,Savings,456.82,43,2023-04-25,Debit,-0.84,Online
100080,8,Savings,456.82,42,2023-09-12,,-97.53,ATM
100080,8,Savings,456.82,41,2023-10-24,Debit,-27.35,Online
100090,9,Current,1319.31,44,2023-11-09,Debit,0,Branch
100090,9,Current,1319.31,45,2024-04-23,,227.43,
100091,9,Savings,-1855.11,50,2023-06-01,Credit,-87.81,ATM
100091,9,Savings,-1855.11,47,2023-08-03,Debit,-47.79,Branch
100091,9,Savings,-1855.11,49,2023-09-16,Credit,211.54,Branch
100091,9,Savings,-1855.11,48,2023-10-07,Credit,115.71,Online
100091,9,Savings,-1855.11,46,2024-02-13,Debit,86.99,Branch
100100,10,Loan,2292.52,53,2022-11-06,Debit,78,ATM
100100,10,Loan,2292.52,52,2023-01-03,Debit,-225.27,ATM
100100,10,Loan,2292.52,51,2023-11-22,Debitt,-126.48,Online
100110,11,Loan,2456.06,57,2023-03-01,Credit,122.54,Online
100110,11,Loan,2456.06,54,2023-04-19,,178.71,Branch
100110,11,Loan,2456.06,55,2023-06-15,Credit,0,ATM
100110,11,Loan,2456.06,56,2023-10-06,,-12.7,
100111,11,Savings,2559.82,59,2023-03-06,Credit,94.14,Online
100111,11,Savings,2559.82,58,2023-10-03,Debit,15.65,ATM
100120,12,Savings,3310.19,60,2023-02-14,Debit,-1.69,Branch
100130,13,Loan,284.68,62,2023-05-15,Debit,181.52,Branch
100130,13,Loan,284.68,61,2023-07-21,Debit,227.06,Online
100130,13,Loan,284.68,63,2023-11-05,Credit,32.63,Online
100131,13,Current,757.52,64,2023-03-23,Credit,-24.66,Branch
100132,13,Current,2594.5,65,2023-01-02,Debit,-314.51,
100140,14,Current,1305.31,70,2023-03-04,Crediit,348.55,Branch
100140,14,Current,1305.31,66,2023-05-09,Debit,-334.84,ATM
100140,14,Current,1305.31,68,2023-06-02,,134.24,Branch
100140,14,Current,1305.31,67,2023-07-08,,38.18,ATM
100140,14,Current,1305.31,69,2023-09-06,Credit,-42.38,Branch
100150,15,Current,-694.43,71,2023-04-20,Crediit,-143.68,Branch
100150,15,Current,-694.43,72,2023-07-13,Debit,-160.21,ATM
100151,15,Current,-569.94,74,2023-01-08,Debit,-183.55,Branch
100151,15,Current,-569.94,75,2023-03-21,Credit,35.22,Branch
100151,15,Current,-569.94,73,2023-04-07,Credit,-39.81,Online
100151,15,Current,-569.94,76,2023-11-05,Debit,43.85,Online
100160,16,Loan,967.99,79,2023-04-30,Credit,-37.98,ATM
100160,16,Loan,967.99,78,2023-08-16,Crediit,-95.65,Branch
100160,16,Loan,967.99,77,2023-09-11,Debit,3.47,Mobile
100160,16,Loan,967.99,80,2023-09-25,Debit,24.15,Branch
100170,17,Current,2184.25,84,2023-01-14,Debit,15.42,Branch
100170,17,Current,2184.25,83,2023-04-03,Debit,273.48,Online
100170,17,Current,2184.25,82,2023-07-04,,392.15,ATM
100170,17,Current,2184.25,81,2023-12-26,Debit,-2.74,Branch
100171,17,Savings,-874.63,85,2023-03-19,Debit,153.66,
100171,17,Savings,-874.63,88,2023-04-14,Debitt,,Online
100171,17,Savings,-874.63,86,2023-09-08,Debit,-382.56,Online
100171,17,Savings,-874.63,87,2023-11-30,Debit,81.81,Branch
100171,17,Savings,-874.63,89,2023-12-16,Credit,-82.64,ATM
100180,18,Current,1159.36,91,2023-01-15,Credit,-15.65,Branch
100180,18,Current,1159.36,92,2023-06-04,Credit,-9.79,Branch
100180,18,Current,1159.36,90,2023-06-26,Credit,216.31,Online
100180,18,Current,1159.36,93,2024-01-17,Credit,69.7,Online
100181,18,Loan,5459.11,94,2023-02-13,Debit,43,Branch
100181,18,Loan,5459.11,95,2023-10-13,,223.65,Online
100181,18,Loan,5459.11,96,2023-10-20,Credit,133.09,App
100190,19,Savings,-739.58,97,2023-01-12,Credit,-52.44,
100190,19,Savings,-739.58,98,2023-06-03,Credit,-107.2,Branch
100191,19,Loan,1986.03,100,2023-02-08,Credit,-187.53,ATM
100191,19,Loan,1986.03,102,2023-07-10,Debit,41.32,ATM
100191,19,Loan,1986.03,101,2023-11-28,,76.41,
100191,19,Loan,1986.03,99,2024-08-24,,-82.88,
100192,19,Loan,3376.43,103,2023-05-07,Debit,179.88,App
100192,19,Loan,3376.43,104,2023-10-19,Credit,-30.14,Branch
100200,20,Loan,757.76,105,2023-01-21,Credit,45.86,Online
100200,20,Loan,757.76,106,2023-03-04,Debit,-75.51,Online
100201,20,Current,2622.43,107,2023-04-19,Credit,-68.73,Branch
100201,20,Current,2622.43,108,2023-10-26,Credit,-185.68,Branch
100210,21,Loan,1341.05,109,2023-04-02,Crediit,-47.2,Branch
100211,21,Current,-872.47,112,2023-03-11,Debit,-41.83,Branch
100211,21,Current,-872.47,110,2023-03-28,Crediit,999999.99,ATM
100211,21,Current,-872.47,113,2023-05-06,Credit,,
100211,21,Current,-872.47,111,2023-08-16,Debit,999999.99,ATM
100211,21,Current,-872.47,114,2023-10-09,Credit,45.58,Mobile
100220,22,Current,37.76,117,2023-04-10,Debit,-16.48,Online
100220,22,Current,37.76,115,2023-05-26,Debit,4.96,ATM
100220,22,Current,37.76,116,2023-07-10,Debit,-133.33,ATM
100220,22,Current,37.76,119,2023-08-06,Credit,-191.38,Online
100220,22,Current,37.76,118,2023-09-17,Credit,0,Online
100230,23,Current,967.84,120,2023-07-12,Debit,-349.69,Branch
100230,23,Current,967.84,121,2023-08-27,Debit,-24.17,Branch
100230,23,Current,967.84,122,2023-12-15,Debit,-188.98,Online
100231,23,Current,897.81,127,2023-01-14,Debit,-668.36,Mobile
100231,23,Current,897.81,123,2023-02-11,Debit,8.22,Online
100231,23,Current,897.81,126,2023-04-14,Credit,246.69,ATM
100231,23,Current,897.81,124,2023-05-31,Crediit,178.87,ATM
100231,23,Current,897.81,125,2023-06-04,Credit,-208.86,Mobile
100240,24,Loan,-601.09,132,2022-08-11,Debitt,-187.05,ATM
100240,24,Loan,-601.09,128,2023-02-10,Credit,-10.97,
100240,24,Loan,-601.09,129,2023-03-03,Debit,,Branch
100240,24,Loan,-601.09,130,2023-07-20,Credit,-30.47,Branch
100240,24,Loan,-601.09,131,2023-12-05,Credit,103.15,ATM
100250,25,Loan,1932.11,137,2023-03-15,Debit,0,ATM
100250,25,Loan,1932.11,133,2023-05-08,Credit,-52.1,Mobile
100250,25,Loan,1932.11,135,2023-07-06,Debit,-497.31,Branch
100250,25,Loan,1932.11,136,2024-06-18,Credit,24.23,Online
100250,25,Loan,1932.11,134,2024-12-24,Credit,110.33,Online
100260,26,Loan,529.64,138,2023-04-07,Credit,-349.8,Online
100270,27,Current,2610.07,141,2023-01-27,Debitt,67.26,ATM
100270,27,Current,2610.07,140,2023-02-13,Crediit,999999.99,ATM
100270,27,Current,2610.07,139,2023-02-28,Debit,-100.83,ATM
100270,27,Current,2610.07,143,2023-03-09,Credit,-57.9,ATM
100270,27,Current,2610.07,142,2023-07-26,Credit,40.75,Online
100280,28,Savings,2857.29,144,2022-04-19,Credit,-220.47,Online
100280,28,Savings,2857.29,146,2022-10-03,Debit,-96.11,ATM
100280,28,Savings,2857.29,147,2023-01-31,Credit,275.85,Branch
100280,28,Savings,2857.29,148,2023-05-11,Debit,999999.99,Branch
100280,28,Savings,2857.29,145,2023-05-26,Credit,-258.77,Online
100281,28,Loan,-410.96,151,2023-02-16,Debit,238.69,Branch
100281,28,Loan,-410.96,152,2023-04-27,Credit,-224.48,ATM
100281,28,Loan,-410.96,150,2023-06-23,Debit,0,Online
100281,28,Loan,-410.96,149,2023-07-21,Debit,-139.65,Online
100290,29,Loan,861.77,155,2023-05-08,Debitt,-87.88,Branch
100290,29,Loan,861.77,153,2023-07-11,Credit,114.17,ATM
100290,29,Loan,861.77,154,2023-11-07,Credit,-113.11,Mobile
100291,29,Loan,153.55,156,2023-04-06,Credit,92.69,Branch
100291,29,Loan,153.55,157,2023-04-14,Credit,0,Branch
100291,29,Loan,153.55,159,2023-04-19,Credit,-13.03,Branch
100291,29,Loan,153.55,158,2023-05-02,Debit,-412.3,Online
100300,30,Loan,1772.86,160,2023-02-04,Debit,999999.99,Branch
100301,30,Savings,-58.99,164,2023-05-27,Credit,-330.31,Online
100301,30,Savings,-58.99,163,2023-06-02,,-8.92,ATM
100301,30,Savings,-58.99,162,2023-07-02,Credit,-93.74,Online
100301,30,Savings,-58.99,161,2023-12-05,Debit,-10.23,ATM
100310,31,Current,998.09,165,2023-10-03,Debit,,ATM
100311,31,Loan,1673.43,167,2023-05-14,Credit,219.69,ATM
100311,31,Loan,1673.43,166,2024-05-04,Debit,317.83,ATM
100320,32,Savings,-258.64,169,2023-04-03,Credit,21.83,ATM
100320,32,Savings,-258.64,168,2023-05-12,Debit,-75.34,ATM
100330,33,Loan,1090.71,171,2023-01-23,Debit,-13.07,Online
100330,33,Loan,1090.71,170,2023-02-22,Credit,-192.61,ATM
100330,33,Loan,1090.71,173,2023-05-29,Debit,67.08,ATM
100330,33,Loan,1090.71,172,2023-10-12,Debit,407.96,ATM
100331,33,Loan,518,178,2023-02-11,Credit,-78.83,ATM
100331,33,Loan,518,177,2023-06-04,Debit,-20.28,ATM
100331,33,Loan,518,176,2023-06-24,Debit,53.08,Branch
100331,33,Loan,518,174,2023-06-26,Credit,-36.78,Online
100331,33,Loan,518,175,2023-12-22,,-7.45,ATM
100340,34,Savings,-918.84,179,2023-04-09,Credit,73.44,ATM
100341,34,Savings,-414.68,181,2022-04-30,Debit,86.69,ATM
100341,34,Savings,-414.68,182,2023-03-18,Credit,-14.25,ATM
100341,34,Savings,-414.68,183,2023-05-16,Debitt,225.66,Branch
100341,34,Savings,-414.68,184,2023-09-27,Credit,198.61,ATM
100341,34,Savings,-414.68,180,2023-12-07,Credit,-46.03,ATM
100350,35,Loan,1959.27,185,2024-04-08,Credit,4.52,Branch
100351,35,Savings,-507.26,187,2022-08-05,Debitt,41.4,ATM
100351,35,Savings,-507.26,186,2023-05-28,Debit,-160.89,ATM
100352,35,Loan,-468.69,190,2023-01-05,Debit,117.93,Online
100352,35,Loan,-468.69,189,2023-05-28,Credit,-52.3,ATM
100352,35,Loan,-468.69,192,2023-08-15,Debit,999999.99,
100352,35,Loan,-468.69,188,2023-11-21,Debit,580.46,
100352,35,Loan,-468.69,191,2024-09-11,,-285.53,ATM
100360,36,Savings,2779.05,193,2023-10-12,Debit,-66.69,ATM
100370,37,Current,318.31,194,2023-03-14,Credit,0,Branch
100371,37,Current,-67.48,195,2023-01-05,Credit,60.33,Branch
100371,37,Current,-67.48,196,2023-11-19,Credit,-20.89,ATM
100380,38,Current,1559.71,198,2023-03-27,Credit,-4.75,Online
100380,38,Current,1559.71,197,2023-06-22,Debit,-44.67,Branch
100390,39,Savings,675.09,199,2024-01-12,Debit,-143.32,ATM
100400,40,Current,1625.99,201,2023-07-30,Debit,121.35,ATM
100400,40,Current,1625.99,200,2023-08-31,Credit,-43.81,Online
100410,41,Savings,473.33,205,2023-01-06,Debit,999999.99,Branch
100410,41,Savings,473.33,202,2023-01-20,Credit,36.59,ATM
100410,41,Savings,473.33,204,2023-09-14,Credit,396.18,ATM
100410,41,Savings,473.33,203,2023-10-26,Debit,241.78,Online
100411,41,Savings,3231.61,207,2023-01-29,Debit,8.78,Branch
100411,41,Savings,3231.61,206,2023-02-02,Debit,-140.76,Online
100411,41,Savings,3231.61,208,2023-05-31,Credit,14.86,ATM
100411,41,Savings,3231.61,209,2023-09-08,Credit,,Branch
100420,42,Savings,3112.92,210,2023-04-17,Debit,30.82,Branch
100420,42,Savings,3112.92,211,2023-07-09,Credit,,Branch
100420,42,Savings,3112.92,212,2023-10-31,Debit,-223.92,ATM
100421,42,Loan,1911.69,213,2022-09-05,Debit,20.51,Online
100421,42,Loan,1911.69,215,2023-11-08,Credit,-47.47,Online
100421,42,Loan,1911.69,214,2024-06-13,,66.36,Online
100430,43,Savings,-158.45,217,2023-03-03,Credit,-213.7,Branch
100430,43,Savings,-158.45,218,2023-10-13,Credit,79.41,Branch
100430,43,Savings,-158.45,216,2024-08-19,Credit,87.45,ATM
100431,43,Loan,-799.21,219,2023-03-14,Debit,4.52,ATM
100432,43,Loan,1325.99,220,2023-09-01,,-86.5,ATM
100440,44,Loan,9.99,223,2023-02-03,Credit,-193.34,Branch
100440,44,Loan,9.99,222,2023-05-22,Debit,11.39,ATM
100440,44,Loan,9.99,224,2023-08-18,Credit,4.02,Branch
100440,44,Loan,9.99,221,2024-03-18,Debit,10.59,Branch
100441,44,Loan,-623.95,227,2023-04-10,Debit,0,Online
100441,44,Loan,-623.95,226,2023-04-14,Credit,128.81,Online
100441,44,Loan,-623.95,228,2023-04-23,Credit,,ATM
100441,44,Loan,-623.95,225,2023-10-18,Debit,97.84,ATM
100441,44,Loan,-623.95,229,2023-11-16,Debit,-27.6,ATM
100442,44,Loan,1529.75,233,2023-02-04,Credit,-172.32,ATM
100442,44,Loan,1529.75,230,2023-11-24,Debit,199.76,Online
100442,44,Loan,1529.75,232,2023-12-28,Debit,25.49,Branch
100442,44,Loan,1529.75,231,2024-02-05,Debit,19.05,ATM
100450,45,Loan,842.19,234,2022-08-14,Crediit,-5.48,Branch
100450,45,Loan,842.19,237,2023-04-14,Debit,38.43,Branch
100450,45,Loan,842.19,238,2023-04-26,Credit,141.75,ATM
100450,45,Loan,842.19,235,2023-06-16,Credit,-124.57,
100450,45,Loan,842.19,236,2023-07-16,Debit,-275.23,ATM
100451,45,Savings,3646.07,241,2023-01-31,Credit,60.48,Online
100451,45,Savings,3646.07,240,2023-04-21,Debit,999999.99,ATM
100451,45,Savings,3646.07,239,2023-12-23,Debitt,29.49,ATM
100451,45,Savings,3646.07,242,2023-12-28,Debit,-75.22,Branch
100460,46,Savings,2133.94,243,2023-10-25,Debit,999999.99,Online
100460,46,Savings,2133.94,244,2023-11-17,Debit,234.56,Branch
100461,46,Current,-1536.9,245,2022-10-24,Credit,198.94,Branch
100461,46,Current,-1536.9,246,2023-10-22,,-177.94,ATM
100462,46,Savings,426.68,247,2023-08-02,Debit,-34.32,ATM
100470,47,Savings,-1073.9,249,2022-07-30,Debit,-9.55,Branch
100470,47,Savings,-1073.9,250,2023-03-30,Credit,-8.68,
100470,47,Savings,-1073.9,248,2023-06-03,Debit,60.89,ATM
100480,48,Current,1830.97,251,2024-02-28,Credit,-105.82,ATM
100481,48,Savings,628.56,252,2023-08-01,Debit,-382.69,ATM
100490,49,Savings,807.43,257,2023-06-01,Credit,191.34,Branch
100490,49,Savings,807.43,255,2023-06-26,Credit,-88.8,Online
100490,49,Savings,807.43,253,2023-08-04,Credit,57.67,ATM
100490,49,Savings,807.43,256,2023-08-18,Credit,128.5,Online
100490,49,Savings,807.43,254,2023-08-21,Crediit,117.02,Branch
100500,50,Loan,1264.18,259,2023-03-23,Debit,7.28,ATM
100500,50,Loan,1264.18,258,2023-06-08,Crediit,120.47,Online
100501,50,Current,30.09,261,2023-02-04,Debit,-94.75,Online
100501,50,Current,30.09,260,2023-05-23,Credit,-9.82,
100510,51,Current,-2193.73,263,2023-02-23,Credit,121.97,Online
100510,51,Current,-2193.73,262,2023-05-07,Debit,189.52,Online
100510,51,Current,-2193.73,264,2023-06-14,Debitt,-25.5,Mobile
100511,51,Loan,1351.79,266,2023-05-03,Credit,999999.99,Online
100511,51,Loan,1351.79,265,2023-06-05,Credit,80.92,Branch
100512,51,Loan,2300.32,267,2023-04-14,Credit,34.31,
100520,52,Savings,3217.11,270,2022-12-19,Credit,120.64,Mobile
100520,52,Savings,3217.11,268,2023-06-14,Credit,-39.76,App
100520,52,Savings,3217.11,272,2023-07-29,Crediit,154.6,ATM
100520,52,Savings,3217.11,269,2023-12-27,Credit,169.17,Online
100520,52,Savings,3217.11,271,2024-05-05,Debit,-11.98,Online
100530,53,Loan,1330.57,274,2022-05-26,Debitt,-242.07,Branch
100530,53,Loan,1330.57,273,2023-07-04,Credit,-131.3,
100531,53,Loan,1135.76,275,2023-06-29,Credit,13.65,Online
100540,54,Current,25.3,277,2023-09-09,Credit,86.31,ATM
100540,54,Current,25.3,276,2023-12-17,Credit,84.88,Online
100550,55,Savings,-885.49,279,2023-01-03,Debit,-120.91,ATM
100550,55,Savings,-885.49,280,2023-01-08,Credit,999999.99,Branch
100550,55,Savings,-885.49,281,2023-05-31,Credit,161.02,Online
100550,55,Savings,-885.49,278,2023-11-12,Credit,41.67,Online
100551,55,Current,94.6,282,2023-09-23,Debit,-85.89,Online
100551,55,Current,94.6,283,2023-10-12,Credit,62.1,App
100560,56,Loan,3547.45,284,2023-02-25,Credit,217.64,ATM
100561,56,Current,1004.06,287,2022-05-17,Debit,0.41,Online
100561,56,Current,1004.06,285,2023-02-14,Debit,-48.2,ATM
100561,56,Current,1004.06,286,2023-09-02,Debit,0,Online
100561,56,Current,1004.06,288,2023-10-07,Credit,-92.19,Online
100570,57,Savings,716.63,291,2023-02-25,Debit,311.26,Online
100570,57,Savings,716.63,292,2023-03-25,Debit,11.25,Online
100570,57,Savings,716.63,289,2023-04-22,Credit,-73.04,Branch
100570,57,Savings,716.63,290,2023-12-10,Debit,,Branch
100580,58,Loan,1557.95,294,2023-02-01,Credit,-84.06,ATM
100580,58,Loan,1557.95,295,2023-05-26,Credit,105.09,Online
100580,58,Loan,1557.95,293,2023-10-03,Debit,23.7,Branch
100590,59,Loan,1516.21,300,2023-04-09,Debit,-5.08,Branch
100590,59,Loan,1516.21,298,2023-05-07,Debit,203.74,Branch
100590,59,Loan,1516.21,297,2023-06-30,Debit,81.73,Online
100590,59,Loan,1516.21,299,2023-07-03,Crediit,15.29,Branch
100590,59,Loan,1516.21,296,2023-10-15,Debit,-544.05,Online
100591,59,Loan,495.22,305,2023-01-08,Credit,-315.32,ATM
100591,59,Loan,495.22,303,2023-01-25,Credit,-6.78,Branch
100591,59,Loan,495.22,302,2023-04-10,Debit,321.01,Branch
100591,59,Loan,495.22,304,2023-05-20,Crediit,44.76,ATM
100591,59,Loan,495.22,301,2023-06-22,Debit,7.17,Online
100592,59,Savings,2210.56,308,2023-05-22,Debitt,182.24,Branch
100592,59,Savings,2210.56,306,2024-01-16,Credit,-161.43,Online
100592,59,Savings,2210.56,307,2024-01-24,,999999.99,Branch
100600,60,Loan,-1708,309,2023-02-10,Credit,-4.05,Mobile
100600,60,Loan,-1708,312,2023-06-15,Debit,-168.18,ATM
100600,60,Loan,-1708,311,2023-10-04,Debit,-201.07,ATM
100600,60,Loan,-1708,310,2023-12-19,Debit,9.61,App
100601,60,Savings,-25.45,313,2022-03-15,Credit,-202.49,
100610,61,Loan,720.79,314,2023-03-20,Credit,328.01,Branch
100610,61,Loan,720.79,315,2023-09-14,Debit,-207.79,Branch
100610,61,Loan,720.79,316,2023-10-18,Debit,66.51,Branch
100620,62,Savings,-751.22,318,2023-03-07,Debit,-44.51,ATM
100620,62,Savings,-751.22,321,2023-04-02,Crediit,389.1,Online
100620,62,Savings,-751.22,320,2023-07-13,Credit,-15.78,ATM
100620,62,Savings,-751.22,319,2023-08-20,Crediit,168.69,Branch
100620,62,Savings,-751.22,317,2023-09-26,Debit,-16.55,ATM
100621,62,Current,-309.64,324,2023-04-09,Credit,-123.98,Branch
100621,62,Current,-309.64,323,2023-05-27,,-44.93,Online
100621,62,Current,-309.64,322,2023-08-23,Debit,0,Online
100622,62,Savings,-664.63,325,2022-03-20,Credit,87.62,Branch
100622,62,Savings,-664.63,326,2023-08-11,Debit,-17.66,Online
100630,63,Loan,2168.29,327,2023-11-15,Crediit,158.17,Branch
100631,63,Savings,1947.65,328,2023-04-28,Debitt,168.59,Online
100632,63,Savings,1209.19,331,2023-01-25,Debit,-14.88,Online
100632,63,Savings,1209.19,330,2023-07-11,Debit,-0.38,Mobile
100632,63,Savings,1209.19,329,2023-08-12,Credit,0,Online
100640,64,Current,1167.34,334,2022-04-08,Debit,45.72,App
100640,64,Current,1167.34,333,2023-02-16,Debit,-25.65,Online
100640,64,Current,1167.34,335,2023-05-05,,-70.53,Branch
100640,64,Current,1167.34,332,2023-12-15,Crediit,284.74,ATM
100640,64,Current,1167.34,336,2024-10-31,Credit,999999.99,ATM
100650,65,Loan,2445.29,338,2023-02-12,Debit,999999.99,Branch
100650,65,Loan,2445.29,337,2023-02-15,Credit,-33.72,Online
100650,65,Loan,2445.29,339,2023-05-19,,-375.71,Online
100651,65,Loan,988.94,340,2023-02-19,Credit,-11.5,ATM
100651,65,Loan,988.94,341,2023-04-04,Debit,9.57,Branch
100652,65,Loan,-365.91,343,2023-07-01,Credit,-82.48,Online
100652,65,Loan,-365.91,342,2023-11-24,,5.48,Online
100660,66,Loan,-1599.89,345,2023-02-23,Debit,59.32,ATM
100660,66,Loan,-1599.89,347,2023-04-12,Debit,5.52,ATM
100660,66,Loan,-1599.89,346,2023-09-02,Debit,999999.99,ATM
100660,66,Loan,-1599.89,344,2023-12-03,Credit,16.71,Branch
100661,66,Loan,1796.52,348,2023-06-29,Credit,-87.39,Branch
100661,66,Loan,1796.52,350,2023-07-17,Debit,-56.43,Online
100661,66,Loan,1796.52,349,2024-07-07,Credit,-232.14,Online
100670,67,Loan,376.78,352,2022-12-11,Credit,,ATM
100670,67,Loan,376.78,353,2023-04-26,Credit,41.98,
100670,67,Loan,376.78,351,2023-06-10,Credit,34.45,
100670,67,Loan,376.78,354,2023-07-02,Debit,66.92,ATM
100671,67,Savings,1738.43,355,2023-08-28,Credit,-81.16,ATM
100680,68,Loan,503.98,359,2022-02-11,Debit,-91.62,Branch
100680,68,Loan,503.98,358,2023-01-10,Debit,55.9,ATM
100680,68,Loan,503.98,356,2023-08-18,Credit,167.16,ATM
100680,68,Loan,503.98,360,2023-11-10,Credit,,ATM
100680,68,Loan,503.98,357,2024-07-26,Debit,-19.62,Online
100681,68,Loan,4769.1,361,2023-10-06,Credit,40.34,Branch
100681,68,Loan,4769.1,362,2023-10-12,Credit,29.04,Online
100681,68,Loan,4769.1,363,2023-12-17,Debit,-106.02,ATM
100681,68,Loan,4769.1,364,2023-12-23,Credit,0,Branch
100690,69,Current,-944.6,366,2022-06-20,Debit,115.54,Branch
100690,69,Current,-944.6,365,2023-07-05,Crediit,0,Online
100691,69,Current,1763.38,367,2023-03-15,Debit,26.62,ATM
100700,70,Loan,473.7,368,2023-03-12,Credit,76.94,Online
100710,71,Savings,333.81,369,2023-04-08,Credit,187.3,Online
100710,71,Savings,333.81,370,2023-04-14,Debit,-212.59,Online
100710,71,Savings,333.81,371,2023-10-31,Credit,138.17,Online
100711,71,Loan,45.84,373,2023-02-28,Debit,22.46,Online
100711,71,Loan,45.84,375,2023-05-28,Credit,65.36,Branch
100711,71,Loan,45.84,376,2023-08-15,Credit,133.97,
100711,71,Loan,45.84,372,2023-10-23,Debit,-260.47,Branch
100711,71,Loan,45.84,374,2023-11-30,Debit,-118.3,Online
100712,71,Current,1240.25,379,2023-01-03,Debit,-34.16,ATM
100712,71,Current,1240.25,378,2023-05-23,Credit,70.93,ATM
100712,71,Current,1240.25,381,2023-06-22,Credit,57.62,Online
100712,71,Current,1240.25,377,2023-07-19,Debit,-58.47,ATM
100712,71,Current,1240.25,380,2023-12-02,Credit,0,Online
100720,72,Savings,-476.99,384,2023-04-10,Debit,-44.04,Online
100720,72,Savings,-476.99,385,2023-07-01,Credit,112.61,
100720,72,Savings,-476.99,383,2024-01-24,Credit,-42.2,Branch
100720,72,Savings,-476.99,382,2024-10-14,Debit,-259.2,ATM
100721,72,Current,-1301.51,388,2023-03-11,Debit,999999.99,Online
100721,72,Current,-1301.51,386,2023-11-07,Debit,164.66,Online
100721,72,Current,-1301.51,387,2023-12-05,,-132.63,ATM
100722,72,Savings,1220.26,389,2023-07-05,Credit,42.9,ATM
100730,73,Savings,489.15,393,2023-07-06,Credit,17.21,Online
100730,73,Savings,489.15,392,2023-11-05,Debit,9.41,
100730,73,Savings,489.15,390,2023-12-12,Debitt,3.1,ATM
100730,73,Savings,489.15,391,2024-12-20,Debit,-52.02,ATM
100731,73,Loan,1637.83,394,2022-10-14,Debit,59.67,Mobile
100731,73,Loan,1637.83,395,2023-07-12,Debit,-39.61,ATM
100732,73,Loan,1345.54,396,2023-03-03,Debit,258.5,Online
100732,73,Loan,1345.54,397,2023-06-12,Credit,-37,Online
100732,73,Loan,1345.54,399,2023-11-29,Debit,-4.22,ATM
100732,73,Loan,1345.54,398,2023-12-08,Debit,-158.59,Branch
100740,74,Current,2651.76,400,2023-05-11,Credit,-7.21,Online
100740,74,Current,2651.76,401,2023-09-18,Credit,-139.29,Online
100740,74,Current,2651.76,403,2023-10-24,Credit,-39.97,Branch
100740,74,Current,2651.76,402,2023-12-24,Credit,-47.23,ATM
100741,74,Savings,508.71,406,2022-07-05,Credit,5.49,Branch
100741,74,Savings,508.71,404,2023-04-29,Credit,42.36,ATM
100741,74,Savings,508.71,405,2023-12-13,Credit,-520.64,ATM
